customer_id,customer_type,signup_date
1070,frequent,2025-03-22
1071,frequent,2025-04-16
1072,frequent,2025-02-01
1073,frequent,2025-03-15
1074,frequent,2025-06-20
1075,occasional,2025-03-22
1076,occasional,2025-03-10
1077,occasional,2025-02-14
1078,occasional,2025-04-16
1079,frequent,2025-05-17
1080,occasional,2025-06-26
1081,occasional,2025-06-10
1082,frequent,2025-04-10
1083,occasional,2025-05-26
1084,occasional,2025-01-09
1085,occasional,2025-03-03
1086,occasional,2025-01-29
1087,occasional,2025-05-05
1088,frequent,2025-04-24
1089,occasional,2025-06-02
1090,frequent,2025-05-23
1091,occasional,2025-05-14
1092,occasional,2025-04-30
1093,occasional,2025-06-19
1094,occasional,2025-06-06
1095,frequent,2025-03-20
1096,frequent,2025-04-03
1097,frequent,2025-01-04
1098,frequent,2025-03-23
1099,occasional,2025-06-26
1100,occasional,2025-06-21
1101,frequent,2025-03-16
1102,occasional,2025-01-14
1103,occasional,2025-05-11
1104,occasional,2025-04-24
1105,occasional,2025-03-03
1106,frequent,2025-04-16
1107,occasional,2025-03-05
1108,occasional,2025-04-12
1109,occasional,2025-06-22
1110,frequent,2025-04-16
1111,occasional,2025-01-20
1112,frequent,2025-02-27
1113,frequent,2025-04-22
1114,occasional,2025-02-26
1115,occasional,2025-04-29
1116,occasional,2025-04-07
1117,frequent,2025-04-02
1118,occasional,2025-02-21
1119,frequent,2025-02-06
1120,frequent,2025-01-08
1121,occasional,2025-02-13
1122,occasional,2025-04-08
1123,occasional,2025-05-13
1124,occasional,2025-04-28
1125,occasional,2025-03-10
1126,occasional,2025-06-08
1127,frequent,2025-02-14
1128,occasional,2025-05-17
1129,occasional,2025-02-01
1130,frequent,2025-02-02
1131,occasional,2025-05-06
1132,occasional,2025-03-08
1133,frequent,2025-01-30
1134,frequent,2025-04-24
1135,occasional,2025-01-29
1136,frequent,2025-05-11
1137,occasional,2025-01-30
1138,occasional,2025-05-17
1139,occasional,2025-06-03
1140,occasional,2025-05-10
1141,occasional,2025-03-03
1142,occasional,2025-01-03
1143,occasional,2025-06-23
1144,occasional,2025-03-09
1145,frequent,2025-01-25
1146,occasional,2025-06-28
1147,occasional,2025-05-21
1148,occasional,2025-02-13
1149,occasional,2025-06-12
1150,occasional,2025-02-24
1151,occasional,2025-05-17
1152,occasional,2025-05-10
1153,occasional,2025-02-10
1154,occasional,2025-06-21
1155,occasional,2025-03-05
1156,occasional,2025-01-31
1157,frequent,2025-02-16
1158,occasional,2025-05-10
1159,occasional,2025-04-06
1160,frequent,2025-03-18
1161,occasional,2025-04-20
1162,frequent,2025-03-10
1163,occasional,2025-02-27
1164,occasional,2025-04-16
1165,frequent,2025-02-13
1166,occasional,2025-03-15
1167,occasional,2025-02-25
1168,occasional,2025-06-20
1169,frequent,2025-05-07
1170,frequent,2025-06-11
1171,occasional,2025-01-30
1172,occasional,2025-03-12
1173,occasional,2025-04-28
1174,frequent,2025-02-24
1175,occasional,2025-03-08
1176,occasional,2025-05-21
1177,occasional,2025-01-03
1178,frequent,2025-01-26
1179,occasional,2025-02-26
1180,occasional,2025-05-06
1181,occasional,2025-06-01
1182,occasional,2025-02-22
1183,occasional,2025-02-12
1184,occasional,2025-02-18
1185,frequent,2025-02-11
1186,occasional,2025-01-11
1187,occasional,2025-04-13
1188,frequent,2025-04-08
1189,occasional,2025-05-26
1190,occasional,2025-03-26
1191,frequent,2025-04-10
1192,occasional,2025-04-14
1193,occasional,2025-06-29
1194,occasional,2025-02-15
1195,frequent,2025-02-13
1196,occasional,2025-01-22
1197,occasional,2025-04-24
1198,occasional,2025-05-05
1199,occasional,2025-05-04
1200,frequent,2025-01-30
1201,occasional,2025-01-08
1202,frequent,2025-04-08
1203,frequent,2025-02-26
1204,occasional,2025-04-21
1205,occasional,2025-03-14
1206,occasional,2025-04-25
1207,occasional,2025-01-20
1208,occasional,2025-01-25
1209,frequent,2025-01-19
1210,occasional,2025-01-05
1211,occasional,2025-03-16
1212,occasional,2025-05-08
1213,frequent,2025-03-13
1214,occasional,2025-06-04
1215,occasional,2025-02-09
1216,frequent,2025-01-26
1217,frequent,2025-01-27
1218,occasional,2025-03-24
1219,occasional,2025-05-08
1220,frequent,2025-06-27
1221,occasional,2025-06-19
1222,frequent,2025-06-06
1223,occasional,2025-06-16
1224,occasional,2025-06-18
1225,occasional,2025-02-02
1226,occasional,2025-04-07
1227,occasional,2025-04-21
1228,frequent,2025-01-16
1229,occasional,2025-01-23
1230,occasional,2025-05-15
1231,occasional,2025-01-26
1232,frequent,2025-04-06
1233,frequent,2025-01-12
1234,frequent,2025-03-13
1235,occasional,2025-05-13
1236,occasional,2025-04-16
1237,occasional,2025-04-27
1238,occasional,2025-06-26
1239,occasional,2025-01-26
1240,frequent,2025-05-13
1241,occasional,2025-01-22
1242,occasional,2025-01-13
1243,occasional,2025-06-05
1244,occasional,2025-06-10
1245,occasional,2025-04-17
1246,occasional,2025-01-23
1247,frequent,2025-04-07
1248,frequent,2025-01-18
1249,occasional,2025-04-27
1250,occasional,2025-01-30
1251,occasional,2025-01-26
1252,occasional,2025-05-24
1253,frequent,2025-02-08
1254,frequent,2025-06-10
1255,occasional,2025-06-03
1256,occasional,2025-06-25
1257,frequent,2025-06-15
1258,occasional,2025-05-10
1259,frequent,2025-04-23
1260,occasional,2025-05-14
1261,frequent,2025-02-15
1262,occasional,2025-02-19
1263,occasional,2025-06-15
1264,occasional,2025-04-16
1265,frequent,2025-05-26
1266,frequent,2025-06-04
1267,occasional,2025-06-18
1268,occasional,2025-03-13
1269,occasional,2025-03-15
1270,frequent,2025-01-17
1271,occasional,2025-06-06
1272,occasional,2025-03-11
1273,occasional,2025-05-30
1274,frequent,2025-01-06
1275,occasional,2025-01-26
1276,frequent,2025-06-16
1277,frequent,2025-05-20
1278,occasional,2025-04-09
1279,frequent,2025-05-22
1280,occasional,2025-01-22
1281,occasional,2025-02-20
1282,occasional,2025-05-31
1283,occasional,2025-06-25
1284,frequent,2025-04-14
1285,occasional,2025-06-27
1286,occasional,2025-03-30
1287,frequent,2025-05-21
1288,occasional,2025-05-18
1289,frequent,2025-01-09
1290,frequent,2025-03-20
1291,occasional,2025-02-21
1292,frequent,2025-05-10
1293,occasional,2025-06-02
1294,occasional,2025-01-13
1295,occasional,2025-02-20
1296,frequent,2025-02-03
1297,frequent,2025-02-04
1298,frequent,2025-05-11
1299,occasional,2025-04-30
1300,occasional,2025-03-11
1301,frequent,2025-06-25
1302,occasional,2025-05-27
1303,frequent,2025-03-08
1304,occasional,2025-04-13
1305,occasional,2025-03-14
1306,occasional,2025-04-26
1307,occasional,2025-05-13
1308,occasional,2025-03-08
1309,occasional,2025-05-19
1310,occasional,2025-05-01
1311,frequent,2025-04-04
1312,occasional,2025-05-09
1313,occasional,2025-04-01
1314,occasional,2025-04-02
1315,occasional,2025-03-04
1316,occasional,2025-01-29
1317,occasional,2025-01-12
1318,occasional,2025-03-18
1319,frequent,2025-02-10
1320,frequent,2025-05-10
1321,frequent,2025-02-06
1322,frequent,2025-06-22
1323,occasional,2025-06-25
1324,frequent,2025-01-24
1325,occasional,2025-04-09
1326,occasional,2025-05-30
1327,frequent,2025-04-10
1328,occasional,2025-05-19
1329,occasional,2025-02-27
1330,occasional,2025-06-23
1331,occasional,2025-01-29
1332,occasional,2025-06-12
1333,frequent,2025-05-23
1334,occasional,2025-03-01
1335,occasional,2025-04-05
1336,occasional,2025-02-11
1337,frequent,2025-02-12
1338,occasional,2025-03-15
1339,frequent,2025-06-26
1340,frequent,2025-06-09
1341,frequent,2025-03-05
1342,occasional,2025-01-02
1343,occasional,2025-06-01
1344,occasional,2025-03-07
1345,occasional,2025-06-15
1346,occasional,2025-01-31
1347,occasional,2025-04-25
1348,occasional,2025-01-26
1349,occasional,2025-01-29
1350,frequent,2025-03-19
1351,occasional,2025-01-25
1352,occasional,2025-02-17
1353,occasional,2025-03-06
1354,occasional,2025-03-08
1355,occasional,2025-03-31
1356,occasional,2025-05-26
1357,occasional,2025-05-17
1358,occasional,2025-02-07
1359,frequent,2025-03-28
1360,occasional,2025-05-29
1361,occasional,2025-03-06
1362,frequent,2025-05-29
1363,occasional,2025-01-27
1364,occasional,2025-04-16
1365,occasional,2025-05-03
1366,frequent,2025-02-13
1367,occasional,2025-04-10
1368,occasional,2025-01-28
1369,frequent,2025-06-22
1370,frequent,2025-01-17
1371,occasional,2025-05-07
1372,frequent,2025-05-03
1373,occasional,2025-06-17
1374,occasional,2025-05-11
1375,frequent,2025-03-17
1376,occasional,2025-02-15
1377,occasional,2025-06-07
1378,occasional,2025-03-10
1379,occasional,2025-05-17
1380,occasional,2025-03-26
1381,frequent,2025-01-11
1382,occasional,2025-03-10
1383,occasional,2025-04-09
1384,frequent,2025-04-01
1385,occasional,2025-06-08
1386,occasional,2025-06-10
1387,occasional,2025-06-16
1388,frequent,2025-04-04
1389,occasional,2025-06-23
1390,occasional,2025-06-14
1391,frequent,2025-04-25
1392,frequent,2025-01-31
1393,frequent,2025-01-11
1394,occasional,2025-03-28
1395,occasional,2025-05-01
1396,occasional,2025-05-10
1397,occasional,2025-04-15
1398,frequent,2025-01-27
1399,occasional,2025-01-02
1400,occasional,2025-04-13
1401,frequent,2025-04-11
1402,frequent,2025-01-21
1403,frequent,2025-02-27
1404,occasional,2025-05-13
1405,occasional,2025-06-29
1406,occasional,2025-06-22
1407,occasional,2025-03-26
1408,occasional,2025-04-03
1409,occasional,2025-01-20
1410,occasional,2025-03-02
1411,frequent,2025-02-07
1412,frequent,2025-05-28
1413,frequent,2025-01-25
1414,frequent,2025-05-10
1415,occasional,2025-05-01
1416,occasional,2025-06-09
1417,frequent,2025-01-26
1418,frequent,2025-06-18
1419,occasional,2025-03-08
1420,occasional,2025-01-01
1421,occasional,2025-02-20
1422,occasional,2025-01-05
1423,frequent,2025-01-13
1424,frequent,2025-05-27
1425,occasional,2025-05-20
1426,occasional,2025-02-17
1427,frequent,2025-06-02
1428,occasional,2025-02-26
1429,occasional,2025-04-25
1430,occasional,2025-02-04
1431,occasional,2025-03-17
1432,occasional,2025-04-04
1433,occasional,2025-01-05
1434,occasional,2025-01-22
1435,frequent,2025-04-13
1436,frequent,2025-06-24
1437,occasional,2025-05-11
1438,occasional,2025-05-04
1439,frequent,2025-02-22
1440,occasional,2025-06-08
1441,occasional,2025-03-10
1442,frequent,2025-04-14
1443,occasional,2025-06-10
1444,occasional,2025-06-27
1445,occasional,2025-01-16
1446,frequent,2025-04-26
1447,occasional,2025-03-17
1448,occasional,2025-04-19
1449,occasional,2025-02-08
1450,occasional,2025-03-30
1451,occasional,2025-06-23
1452,occasional,2025-04-22
1453,occasional,2025-02-16
1454,occasional,2025-06-21
1455,frequent,2025-05-17
1456,occasional,2025-05-08
1457,occasional,2025-06-27
1458,occasional,2025-03-18
1459,frequent,2025-01-15
1460,occasional,2025-02-05
1461,occasional,2025-03-04
1462,occasional,2025-03-10
1463,frequent,2025-06-18
1464,occasional,2025-03-15
1465,occasional,2025-01-24
1466,frequent,2025-02-18
1467,occasional,2025-05-26
1468,occasional,2025-01-07
1469,occasional,2025-01-04
1470,occasional,2025-03-31
1471,occasional,2025-03-01
1472,occasional,2025-02-24
1473,occasional,2025-01-16
1474,occasional,2025-01-29
1475,occasional,2025-05-31
1476,occasional,2025-01-14
1477,occasional,2025-03-20
1478,occasional,2025-06-26
1479,occasional,2025-02-02
1480,occasional,2025-06-02
1481,occasional,2025-01-21
1482,frequent,2025-05-25
1483,occasional,2025-01-23
1484,frequent,2025-02-26
1485,occasional,2025-05-22
1486,occasional,2025-04-03
1487,occasional,2025-01-20
1488,occasional,2025-06-07
1489,occasional,2025-01-19
1490,occasional,2025-04-13
1491,frequent,2025-03-18
1492,occasional,2025-05-31
1493,frequent,2025-02-02
1494,frequent,2025-01-18
1495,occasional,2025-03-14
1496,occasional,2025-06-10
1497,occasional,2025-06-09
1498,occasional,2025-01-17
1499,occasional,2025-01-19
1500,occasional,2025-03-11
1501,occasional,2025-04-30
1502,occasional,2025-04-11
1503,frequent,2025-02-03
1504,occasional,2025-03-25
1505,occasional,2025-06-02
1506,occasional,2025-03-15
1507,occasional,2025-03-29
1508,occasional,2025-03-26
1509,occasional,2025-01-11
1510,occasional,2025-04-01
1511,occasional,2025-05-24
1512,occasional,2025-05-07
1513,occasional,2025-04-23
1514,frequent,2025-03-21
1515,frequent,2025-01-07
1516,frequent,2025-01-16
1517,occasional,2025-01-16
1518,occasional,2025-06-17
1519,frequent,2025-01-12
1520,occasional,2025-02-04
1521,frequent,2025-01-21
1522,occasional,2025-06-27
1523,occasional,2025-06-20
1524,frequent,2025-01-17
1525,occasional,2025-02-01
1526,frequent,2025-02-10
1527,frequent,2025-05-14
1528,occasional,2025-01-27
1529,occasional,2025-05-28
1530,occasional,2025-06-02
1531,occasional,2025-03-07
1532,occasional,2025-05-17
1533,occasional,2025-04-02
1534,frequent,2025-03-02
1535,occasional,2025-06-15
1536,frequent,2025-01-03
1537,frequent,2025-04-13
1538,occasional,2025-02-24
1539,frequent,2025-01-01
1540,occasional,2025-04-11
1541,occasional,2025-02-14
1542,frequent,2025-06-24
1543,occasional,2025-01-26
1544,frequent,2025-05-01
1545,occasional,2025-05-22
1546,occasional,2025-02-15
1547,occasional,2025-05-02
1548,occasional,2025-01-31
1549,frequent,2025-02-28
1550,occasional,2025-01-29
1551,occasional,2025-04-16
1552,occasional,2025-01-17
1553,occasional,2025-05-22
1554,occasional,2025-06-13
1555,frequent,2025-01-24
1556,frequent,2025-04-19
1557,occasional,2025-04-01
1558,occasional,2025-01-25
1559,occasional,2025-02-01
1560,occasional,2025-04-26
1561,occasional,2025-03-23
1562,frequent,2025-04-20
1563,occasional,2025-05-26
1564,frequent,2025-02-06
1565,occasional,2025-01-26
1566,occasional,2025-05-17
1567,occasional,2025-03-05
1568,frequent,2025-03-13
1569,occasional,2025-05-28
1570,occasional,2025-04-16
1571,occasional,2025-03-27
1572,frequent,2025-06-07
1573,occasional,2025-02-22
1574,occasional,2025-04-02
1575,frequent,2025-04-09
1576,frequent,2025-01-11
1577,frequent,2025-01-31
1578,occasional,2025-06-26
1579,occasional,2025-04-10
1580,occasional,2025-03-28
1581,frequent,2025-05-27
1582,occasional,2025-05-20
1583,occasional,2025-01-15
1584,occasional,2025-06-08
1585,occasional,2025-06-20
1586,frequent,2025-04-11
1587,occasional,2025-06-14
1588,occasional,2025-01-29
1589,occasional,2025-04-24
1590,occasional,2025-04-17
1591,occasional,2025-06-03
1592,occasional,2025-04-18
1593,frequent,2025-05-10
1594,frequent,2025-03-25
1595,occasional,2025-01-15
1596,occasional,2025-05-12
1597,frequent,2025-02-19
1598,frequent,2025-06-15
1599,frequent,2025-01-23
1600,occasional,2025-02-28
1601,frequent,2025-03-31
1602,occasional,2025-04-25
1603,frequent,2025-03-16
1604,occasional,2025-06-05
1605,frequent,2025-05-03
1606,occasional,2025-05-16
1607,frequent,2025-06-06
1608,occasional,2025-05-19
1609,frequent,2025-01-18
1610,occasional,2025-02-19
1611,occasional,2025-05-22
1612,occasional,2025-04-28
1613,occasional,2025-05-17
1614,occasional,2025-05-19
1615,occasional,2025-04-18
1616,occasional,2025-03-08
1617,occasional,2025-06-16
1618,occasional,2025-03-19
1619,occasional,2025-06-05
1620,occasional,2025-03-16
1621,occasional,2025-02-08
1622,frequent,2025-01-25
1623,occasional,2025-01-21
1624,occasional,2025-05-18
1625,frequent,2025-06-20
1626,occasional,2025-01-15
1627,frequent,2025-02-17
1628,occasional,2025-03-27
1629,frequent,2025-05-29
1630,occasional,2025-04-26
1631,occasional,2025-02-19
1632,occasional,2025-05-31
1633,occasional,2025-05-21
1634,occasional,2025-03-10
1635,occasional,2025-01-04
1636,frequent,2025-03-19
1637,occasional,2025-01-09
1638,frequent,2025-05-01
1639,occasional,2025-04-25
1640,occasional,2025-06-12
1641,occasional,2025-04-11
1642,occasional,2025-05-29
1643,occasional,2025-05-26
1644,occasional,2025-04-07
1645,frequent,2025-03-22
1646,occasional,2025-02-12
1647,frequent,2025-04-05
1648,occasional,2025-01-06
1649,occasional,2025-03-08
1650,occasional,2025-05-20
1651,frequent,2025-04-10
1652,occasional,2025-01-12
1653,frequent,2025-03-07
1654,occasional,2025-01-02
1655,frequent,2025-05-23
1656,occasional,2025-05-31
1657,occasional,2025-06-06
1658,occasional,2025-03-22
1659,occasional,2025-05-15
1660,occasional,2025-06-05
1661,occasional,2025-05-22
1662,occasional,2025-06-21
1663,occasional,2025-06-07
1664,occasional,2025-06-09
1665,occasional,2025-03-11
1666,occasional,2025-04-25
1667,frequent,2025-03-29
1668,occasional,2025-01-06
1669,frequent,2025-01-27
1670,occasional,2025-03-23
1671,occasional,2025-03-29
1672,occasional,2025-04-30
1673,occasional,2025-01-24
1674,occasional,2025-04-12
1675,occasional,2025-02-03
1676,occasional,2025-06-17
1677,frequent,2025-02-16
1678,occasional,2025-01-24
1679,frequent,2025-03-06
1680,occasional,2025-01-18
1681,occasional,2025-02-13
1682,occasional,2025-03-17
1683,occasional,2025-02-26
1684,occasional,2025-04-17
1685,frequent,2025-06-05
1686,occasional,2025-05-04
1687,occasional,2025-05-31
1688,occasional,2025-06-11
1689,occasional,2025-05-19
1690,occasional,2025-06-12
1691,frequent,2025-04-26
1692,occasional,2025-04-03
1693,occasional,2025-02-11
1694,frequent,2025-01-28
1695,occasional,2025-05-03
1696,frequent,2025-01-24
1697,frequent,2025-05-16
1698,frequent,2025-04-16
1699,occasional,2025-04-28
1700,occasional,2025-02-22
1701,occasional,2025-05-12
1702,occasional,2025-04-10
1703,occasional,2025-01-05
1704,occasional,2025-02-18
1705,occasional,2025-04-08
1706,frequent,2025-01-30
1707,occasional,2025-03-13
1708,frequent,2025-04-13
1709,occasional,2025-03-04
1710,occasional,2025-06-24
1711,frequent,2025-01-26
1712,frequent,2025-02-06
1713,occasional,2025-01-07
1714,occasional,2025-05-07
1715,frequent,2025-06-17
1716,occasional,2025-04-02
1717,frequent,2025-06-16
1718,occasional,2025-04-13
1719,occasional,2025-02-22
1720,frequent,2025-05-12
1721,frequent,2025-04-18
1722,frequent,2025-04-22
1723,occasional,2025-06-02
1724,frequent,2025-01-07
1725,occasional,2025-06-05
1726,frequent,2025-03-08
1727,occasional,2025-04-18
1728,occasional,2025-04-21
1729,occasional,2025-05-28
1730,occasional,2025-03-24
1731,occasional,2025-05-04
1732,occasional,2025-05-19
1733,occasional,2025-04-14
1734,occasional,2025-03-08
1735,frequent,2025-01-07
1736,occasional,2025-05-31
1737,occasional,2025-04-20
1738,frequent,2025-02-03
1739,occasional,2025-04-16
1740,occasional,2025-05-27
1741,occasional,2025-02-27
1742,occasional,2025-01-09
1743,occasional,2025-02-17
1744,frequent,2025-04-25
1745,occasional,2025-02-10
1746,occasional,2025-02-17
1747,frequent,2025-06-22
1748,frequent,2025-01-25
1749,occasional,2025-04-26
1750,frequent,2025-03-19
1751,occasional,2025-04-18
1752,frequent,2025-01-25
1753,frequent,2025-05-27
1754,frequent,2025-02-08
1755,occasional,2025-04-29
1756,occasional,2025-03-20
1757,occasional,2025-03-21
1758,occasional,2025-01-27
1759,frequent,2025-04-14
1760,occasional,2025-03-15
1761,occasional,2025-03-09
1762,occasional,2025-05-27
1763,frequent,2025-01-28
1764,occasional,2025-05-03
1765,frequent,2025-06-10
1766,occasional,2025-05-18
1767,occasional,2025-03-24
1768,occasional,2025-01-30
1769,occasional,2025-01-22
1770,occasional,2025-01-03
1771,occasional,2025-04-11
1772,occasional,2025-04-15
1773,occasional,2025-06-25
1774,occasional,2025-01-02
1775,occasional,2025-02-23
1776,occasional,2025-01-06
1777,occasional,2025-04-17
1778,occasional,2025-06-17
1779,frequent,2025-05-03
1780,occasional,2025-01-02
1781,frequent,2025-04-21
1782,occasional,2025-01-02
1783,occasional,2025-04-03
1784,occasional,2025-04-11
1785,occasional,2025-04-07
1786,occasional,2025-04-21
1787,occasional,2025-01-06
1788,occasional,2025-05-07
1789,frequent,2025-04-14
1790,occasional,2025-05-27
1791,frequent,2025-06-04
1792,occasional,2025-01-01
1793,occasional,2025-02-02
1794,occasional,2025-02-09
1795,frequent,2025-02-01
1796,frequent,2025-01-17
1797,occasional,2025-05-06
1798,frequent,2025-01-08
1799,frequent,2025-02-26
1800,frequent,2025-02-11
1801,occasional,2025-04-08
1802,occasional,2025-05-17
1803,occasional,2025-04-30
1804,frequent,2025-03-28
1805,occasional,2025-06-12
1806,occasional,2025-02-23
1807,occasional,2025-03-25
1808,frequent,2025-01-25
1809,frequent,2025-03-08
1810,frequent,2025-06-23
1811,occasional,2025-06-01
1812,occasional,2025-02-15
1813,frequent,2025-01-22
1814,frequent,2025-05-19
1815,frequent,2025-06-25
1816,occasional,2025-01-08
1817,frequent,2025-02-08
1818,occasional,2025-06-12
1819,occasional,2025-02-18
1820,occasional,2025-02-15
1821,frequent,2025-02-07
1822,frequent,2025-05-16
1823,occasional,2025-02-23
1824,occasional,2025-06-14
1825,occasional,2025-04-02
1826,occasional,2025-02-09
1827,frequent,2025-02-03
1828,occasional,2025-04-06
1829,occasional,2025-03-20
1830,frequent,2025-05-07
1831,occasional,2025-01-17
1832,occasional,2025-06-10
1833,occasional,2025-06-24
1834,occasional,2025-04-20
1835,occasional,2025-02-21
1836,occasional,2025-04-28
1837,frequent,2025-01-09
1838,occasional,2025-02-02
1839,occasional,2025-04-23
1840,frequent,2025-05-29
1841,occasional,2025-03-26
1842,occasional,2025-01-10
1843,occasional,2025-01-06
1844,occasional,2025-04-25
1845,occasional,2025-05-01
1846,frequent,2025-05-21
1847,frequent,2025-03-06
1848,frequent,2025-01-20
1849,occasional,2025-02-26
1850,occasional,2025-02-15
1851,frequent,2025-05-16
1852,occasional,2025-01-10
1853,occasional,2025-04-23
1854,occasional,2025-05-19
1855,occasional,2025-01-12
1856,frequent,2025-05-18
1857,occasional,2025-06-02
1858,occasional,2025-06-26
1859,occasional,2025-06-26
1860,occasional,2025-01-11
1861,occasional,2025-04-28
1862,occasional,2025-06-13
1863,frequent,2025-02-08
1864,occasional,2025-02-22
1865,occasional,2025-02-25
1866,occasional,2025-04-14
1867,frequent,2025-05-09
1868,frequent,2025-02-25
1869,frequent,2025-04-28
1870,occasional,2025-05-12
1871,occasional,2025-01-30
1872,frequent,2025-01-12
1873,occasional,2025-02-04
1874,occasional,2025-03-18
1875,occasional,2025-06-29
1876,occasional,2025-06-08
1877,occasional,2025-04-12
1878,occasional,2025-03-28
1879,frequent,2025-02-21
1880,occasional,2025-03-21
1881,occasional,2025-05-15
1882,occasional,2025-01-22
1883,occasional,2025-03-16
1884,occasional,2025-02-27
1885,frequent,2025-04-03
1886,occasional,2025-04-13
1887,frequent,2025-05-20
1888,frequent,2025-01-07
1889,occasional,2025-05-08
1890,occasional,2025-02-24
1891,frequent,2025-04-16
1892,occasional,2025-03-03
1893,occasional,2025-03-31
1894,frequent,2025-04-08
1895,occasional,2025-03-18
1896,occasional,2025-04-29
1897,occasional,2025-02-05
1898,frequent,2025-03-30
1899,occasional,2025-06-01
1900,occasional,2025-06-21
1901,occasional,2025-05-25
1902,frequent,2025-05-10
1903,occasional,2025-05-21
1904,frequent,2025-06-08
1905,occasional,2025-04-03
1906,frequent,2025-04-24
1907,occasional,2025-01-28
1908,occasional,2025-06-04
1909,occasional,2025-05-23
1910,frequent,2025-02-02
1911,occasional,2025-01-20
1912,occasional,2025-06-19
1913,occasional,2025-05-20
1914,occasional,2025-04-11
1915,occasional,2025-01-23
1916,occasional,2025-04-22
1917,occasional,2025-01-14
1918,occasional,2025-04-01
1919,occasional,2025-06-02
1920,occasional,2025-03-18
1921,occasional,2025-03-26
1922,frequent,2025-04-19
1923,occasional,2025-01-31
1924,occasional,2025-05-02
1925,occasional,2025-04-17
1926,frequent,2025-02-23
1927,occasional,2025-05-13
1928,occasional,2025-05-21
1929,occasional,2025-06-05
1930,frequent,2025-02-12
1931,occasional,2025-03-30
1932,occasional,2025-04-25
1933,occasional,2025-04-09
1934,occasional,2025-02-16
1935,occasional,2025-03-12
1936,occasional,2025-06-15
1937,frequent,2025-03-08
1938,occasional,2025-03-03
1939,occasional,2025-04-19
1940,frequent,2025-06-16
1941,frequent,2025-02-06
1942,occasional,2025-04-29
1943,occasional,2025-03-27
1944,occasional,2025-05-06
1945,occasional,2025-05-16
1946,occasional,2025-02-21
1947,occasional,2025-04-01
1948,frequent,2025-02-02
1949,occasional,2025-03-22
1950,occasional,2025-02-11
1951,frequent,2025-04-22
1952,frequent,2025-05-06
1953,occasional,2025-06-04
1954,occasional,2025-05-16
1955,occasional,2025-05-31
1956,occasional,2025-04-16
1957,occasional,2025-05-05
1958,occasional,2025-04-23
1959,occasional,2025-03-05
1960,occasional,2025-05-03
1961,frequent,2025-04-24
1962,occasional,2025-01-20
1963,occasional,2025-01-16
1964,occasional,2025-05-25
1965,occasional,2025-01-19
1966,occasional,2025-04-30
1967,frequent,2025-05-16
1968,occasional,2025-06-15
1969,occasional,2025-02-07
1970,frequent,2025-04-03
1971,frequent,2025-04-15
1972,occasional,2025-04-10
1973,frequent,2025-03-31
1974,occasional,2025-06-08
1975,frequent,2025-02-13
1976,occasional,2025-03-17
1977,frequent,2025-05-25
1978,occasional,2025-03-20
1979,occasional,2025-03-14
1980,occasional,2025-06-16
1981,frequent,2025-06-19
1982,occasional,2025-06-25
1983,occasional,2025-05-20
1984,occasional,2025-04-06
1985,frequent,2025-03-30
1986,frequent,2025-04-13
1987,occasional,2025-05-26
1988,occasional,2025-01-06
1989,occasional,2025-05-02
1990,occasional,2025-06-20
1991,occasional,2025-04-26
1992,frequent,2025-06-12
1993,occasional,2025-03-03
1994,frequent,2025-05-24
1995,occasional,2025-05-16
1996,occasional,2025-03-30
1997,occasional,2025-04-06
1998,frequent,2025-05-06
1999,frequent,2025-03-31
2000,frequent,2025-03-27
2001,frequent,2025-06-08
2002,frequent,2025-05-18
2003,occasional,2025-05-01
2004,frequent,2025-03-17
2005,frequent,2025-04-02
2006,occasional,2025-03-11
2007,occasional,2025-05-28
2008,occasional,2025-05-13
2009,frequent,2025-01-23
2010,occasional,2025-05-17
2011,frequent,2025-02-27
2012,frequent,2025-02-15
2013,occasional,2025-01-22
2014,frequent,2025-01-08
2015,occasional,2025-05-03
2016,occasional,2025-01-20
2017,occasional,2025-06-28
2018,occasional,2025-03-19
2019,frequent,2025-02-08
2020,occasional,2025-02-06
2021,occasional,2025-06-27
2022,occasional,2025-06-11
2023,occasional,2025-03-16
2024,frequent,2025-04-28
2025,occasional,2025-04-14
2026,frequent,2025-06-10
2027,occasional,2025-01-31
2028,occasional,2025-05-03
2029,frequent,2025-02-23
2030,occasional,2025-06-21
2031,frequent,2025-02-03
2032,occasional,2025-05-02
2033,occasional,2025-04-23
2034,occasional,2025-03-03
2035,occasional,2025-01-23
2036,occasional,2025-02-15
2037,frequent,2025-02-25
2038,frequent,2025-05-15
2039,frequent,2025-04-28
2040,frequent,2025-05-11
2041,occasional,2025-06-15
2042,occasional,2025-06-11
2043,occasional,2025-04-23
2044,frequent,2025-02-13
2045,occasional,2025-05-08
2046,occasional,2025-04-18
2047,frequent,2025-06-07
2048,occasional,2025-01-17
2049,occasional,2025-02-28
2050,frequent,2025-05-18
2051,occasional,2025-04-09
2052,occasional,2025-03-25
2053,frequent,2025-05-26
2054,occasional,2025-02-14
2055,occasional,2025-04-18
2056,occasional,2025-03-03
2057,occasional,2025-02-28
2058,occasional,2025-06-26
2059,occasional,2025-06-09
2060,occasional,2025-05-18
2061,frequent,2025-01-11
2062,occasional,2025-04-12
2063,occasional,2025-03-11
2064,occasional,2025-05-03
2065,frequent,2025-06-24
2066,occasional,2025-02-03
2067,frequent,2025-04-11
